Disease,Medication
Pain disorder affecting the neck,Triamcinolone Topical Product
Pain disorder affecting the neck,Tizanidine
Pain disorder affecting the neck,Sumatriptan (Imitrex)
Pain disorder affecting the neck,Topiramate (Topamax)
Pain disorder affecting the neck,Bupivacaine
Pain disorder affecting the neck,Propranolol
Pain disorder affecting the neck,Ropivacaine
Pain disorder affecting the neck,Nortriptyline
Pain disorder affecting the neck,Metaxalone (Skelaxin)
Pain disorder affecting the neck,Carisoprodol (Soma)
Tuberculosis,Isoniazid
Tuberculosis,Pyridoxine
Tuberculosis,Rifampin
Tuberculosis,Ethambutol
Tuberculosis,Pyrazinamide
Tuberculosis,Emtricitabine-Tenofovir
Tuberculosis,Kaletra
Tuberculosis,Ritonavir (Norvir)
Tuberculosis,Rifabutin
Tuberculosis,Saquinavir
Tuberculosis,Butalbital (G-1)
Pelvic fistula,Cefdinir
Pelvic fistula,Nitrofurantoin
Pelvic fistula,Varenicline (Chantix)
Pelvic fistula,Hyoscyamine (A-Spas)
Pelvic fistula,Phenazopyridine (Azo)
Pelvic fistula,Estroge
Pelvic fistula,Polyethylene Glycol 3350 (Miralax)
Pelvic fistula,Methylphenidate
Pelvic fistula,Mecamylamine
Pelvic fistula,Grepafloxacin (Raxar)
Acute bronchiolitis,Albuterol
Acute bronchiolitis,Prednisolone
Acute bronchiolitis,Levalbuterol (Xopenex)
Acute bronchiolitis,Budesonide
Acute bronchiolitis,Cefprozil
Acute bronchiolitis,Phenylephrine Nasal
Acute bronchiolitis,Cefotaxime
Acute bronchiolitis,Gentamicins (Gentamicin)
Acute bronchiolitis,Neomycin Topical Product
Presbyopia,Tropicamide Ophthalmic
Presbyopia,Phenylephrine (Duramax)
Presbyopia,Prednisolone Ophthalmic
Presbyopia,Fluorescein
Presbyopia,Olopatadine Ophthalmic
Presbyopia,Ketotifen Ophthalmic
Presbyopia,Nepafenac Ophthalmic
Presbyopia,Cyclosporine Ophthalmic
Presbyopia,Proparacaine Ophthalmic
Presbyopia,Emtricitabine-Tenofovir
Presbyopia,Tipranavir
Presbyopia,Rimexolone Ophthalmic
Presbyopia,Isopropyl Alcohol Topical
Dementia,Donepezil (Aricept)
Dementia,Memantine (Namenda)
Dementia,Rivastigmine (Exelon)
Dementia,Galantamine
Dementia,Mirtazapine
Dementia,Thiamine
Dementia,Pramipexole (Mirapex)
Dementia,Felodipine
Dementia,Bisacodyl (The Magic Bullet)
Dementia,Modafinil (Provigil)
Dementia,Raloxifene (Evista)
Dementia,Deferasirox (Exjade)
Insect bite,Diphenhydramine (Benadryl)
Insect bite,Hydrocortisone Topical
Insect bite,Doxycycline
Insect bite,Mupirocin Topical
Insect bite,Permethrin Topical
Insect bite,Calamine Topical
Insect bite,Colloidal Oatmeal Topical
Insect bite,Trimethoprim
Insect bite,Desoximetasone Topical
Insect bite,Calamine-Pramoxine Topical
Insect bite,Sodium Sulfacetamide-Sulfur Topical
Paroxysmal ventricular tachycardia,Carvedilol
Paroxysmal ventricular tachycardia,Amiodarone
Paroxysmal ventricular tachycardia,Digoxin
Paroxysmal ventricular tachycardia,Spironolactone
Paroxysmal ventricular tachycardia,Isosorbide
Paroxysmal ventricular tachycardia,Ezetimibe (Zetia)
Paroxysmal ventricular tachycardia,Sotalol
Paroxysmal ventricular tachycardia,Metolazone
Paroxysmal ventricular tachycardia,Torsemide
Paroxysmal ventricular tachycardia,Mexiletine
Paroxysmal ventricular tachycardia,Adenosine
Paroxysmal ventricular tachycardia,Bisoprolol (Emcor)
Congenital heart defect,Digoxin
Congenital heart defect,Captopril
Congenital heart defect,Palivizumab (Synagis)
Congenital heart defect,Chlorothiazide
Congenital heart defect,Treprostinil (Remodulin)
Congenital heart defect,Procainamide
Congenital heart defect,Ambrisentan (Letairis)
Congenital heart defect,Haemophilus B Conjugate (Prp-T) Vaccine
Congenital heart defect,Bosentan (Tracleer)
Congenital heart defect,Entecavir (Baraclude)
Congenital heart defect,Antihemophilic Factor (Obsolete)
Congenital heart defect,Pyrithione Zinc Topical
Congenital heart defect,Brompheniramine (E.N.T.)
Connective tissue disorder,Hydroxychloroquine (Plaquenil)
Connective tissue disorder,Prednisone
Connective tissue disorder,Azathioprine
Connective tissue disorder,Mycophenolate Mofetil (Cellcept)
Connective tissue disorder,Methotrexate
Connective tissue disorder,Ergocalciferol
Connective tissue disorder,Rabeprazole (Aciphex)
Connective tissue disorder,Celecoxib (Celebrex)
Connective tissue disorder,Hydrocortisone Topical
Connective tissue disorder,Armodafinil (Nuvigil)
Connective tissue disorder,Pilocarpine Ophthalmic
Connective tissue disorder,Pirbuterol (Maxair)
Connective tissue disorder,Leflunomide (Arava)
Foreign body in the eye,Tetracaine (One Touch)
Foreign body in the eye,Proparacaine Ophthalmic
Foreign body in the eye,Gentamicin Ophthalmic
Foreign body in the eye,Erythromycin
Foreign body in the eye,Fluorescein Ophthalmic
Foreign body in the eye,Erythromycin Ophthalmic
Foreign body in the eye,Sodium Sulfacetamide Ophthalmic
Foreign body in the eye,Tobramycin Ophthalmic
Foreign body in the eye,Moxifloxacin (Avelox)
Foreign body in the eye,Tobramycin (Tobi)
Foreign body in the eye,Ciprofloxacin Ophthalmic
Foreign body in the eye,Dexamethasone-Tobramycin Ophthalmic
Foreign body in the eye,Tropicamide Ophthalmic
Poisoning due to gas,Cefaclor (Ceclor)
Poisoning due to gas,Benzocaine Topical
Poisoning due to gas,Claritin D
Poisoning due to gas,Sodium Bicarbonate
Poisoning due to gas,Tetracaine (One Touch)
Poisoning due to gas,Atropine (Uaa)
Poisoning due to gas,Robitussin Dm
Pyogenic skin infection,Bactrim
Pyogenic skin infection,Cephalexin
Pyogenic skin infection,Clindamycin
Pyogenic skin infection,Vancomycin
Pyogenic skin infection,Mupirocin Topical
Pyogenic skin infection,Rifampin
Pyogenic skin infection,Dicloxacillin
Pyogenic skin infection,Trimethoprim
Pyogenic skin infection,Cefadroxil
Pyogenic skin infection,Sulfamethoxazole (Bactrim)
Pyogenic skin infection,Linezolid (Zyvox)
Pyogenic skin infection,Oxacillin
Pyogenic skin infection,Tigecycline
Endometrial hyperplasia,Medroxyprogesterone
Endometrial hyperplasia,Megestrol (Megace)
Endometrial hyperplasia,Estradiol
Endometrial hyperplasia,Cefazolin
Endometrial hyperplasia,Allopurinol
Endometrial hyperplasia,Sorbitol
Endometrial hyperplasia,Misoprostol
Endometrial hyperplasia,Indapamide
Endometrial hyperplasia,Chlorpromazine (Thorazine)
Endometrial hyperplasia,Calcium Acetate
Endometrial hyperplasia,Valproic Acid
Endometrial hyperplasia,Terconazole Topical
Endometrial hyperplasia,Metronidazole Topical Product
Acanthosis nigricans,Tretinoin Topical
Acanthosis nigricans,Budesonide
Acanthosis nigricans,Alfuzosin (Uroxatral)
Acanthosis nigricans,Human Papillomavirus Vaccine (Hpv)
Acanthosis nigricans,Balsalazide
Acanthosis nigricans,Benzoyl Peroxide-Erythromycin Topical
Acanthosis nigricans,Barium Sulfate
Acanthosis nigricans,Tacrolimus Topical Product
Acanthosis nigricans,Lactic Acid Topical
Acanthosis nigricans,Multivitamin With Minerals
Acanthosis nigricans,Nonoxynol 9 Topical
Acanthosis nigricans,Levonorgestrel
Acanthosis nigricans,Terbinafine Topical
Central atherosclerosis,Simvastatin
Central atherosclerosis,Clopidogrel (Plavix)
Central atherosclerosis,Hydralazine
Central atherosclerosis,Carvedilol
Central atherosclerosis,Losartan
Central atherosclerosis,Rosuvastatin (Crestor)
Central atherosclerosis,Diltiazem
Central atherosclerosis,Olmesartan (Benicar)
Central atherosclerosis,Fenofibrate (Tricor)
Central atherosclerosis,Lovastatin
Central atherosclerosis,Tacrolimus (Prograf)
Central atherosclerosis,Lactulose
Central atherosclerosis,Temazepam
Viral exanthem,Diphenhydramine (Benadryl)
Viral exanthem,Calamine Topical
Viral exanthem,Coal Tar Topical
Viral exanthem,Colloidal Oatmeal Topical
Viral exanthem,Stavudine (Zerit)
Viral exanthem,Palivizumab (Synagis)
Viral exanthem,Dextromethorphan (Duramax)
Viral exanthem,Lamivudine
Viral exanthem,Cefprozil
Blastomycosis,Air
Blastomycosis,Mecamylamine
Blastomycosis,Troleandomycin
Blastomycosis,Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)
Blastomycosis,Pipecuronium (Arduan)
Blastomycosis,Grepafloxacin (Raxar)
Blastomycosis,Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin)
Blastomycosis,Iopanoic Acid
Blastomycosis,Conjugated Estrogens Topical
Blastomycosis,Malathion Topical
Blastomycosis,Gemtuzumab (Mylotarg)
Blastomycosis,Norelgestromin (Ortho Evra)
Noninfectious gastroenteritis,Ondansetron (Zofran)
Noninfectious gastroenteritis,Promethazine
Noninfectious gastroenteritis,Loperamide (Imodium)
Noninfectious gastroenteritis,Dicyclomine
Noninfectious gastroenteritis,Trimethobenzamide (Tigan)
Noninfectious gastroenteritis,Hyoscyamine (A-Spas)
Noninfectious gastroenteritis,Mesalamine (Asacol)
Noninfectious gastroenteritis,Bismuth Subsalicylate (Pepto-Bismol)
Noninfectious gastroenteritis,Balsalazide
Noninfectious gastroenteritis,Lipase
Benign prostatic hyperplasia (BPH),Tamsulosin (Flomax)
Benign prostatic hyperplasia (BPH),Finasteride (Propecia)
Benign prostatic hyperplasia (BPH),Dutasteride (Avodart)
Benign prostatic hyperplasia (BPH),Doxazosin
Benign prostatic hyperplasia (BPH),Terazosin
Benign prostatic hyperplasia (BPH),Alfuzosin (Uroxatral)
Benign prostatic hyperplasia (BPH),Sildenafil (Viagra)
Benign prostatic hyperplasia (BPH),Tadalafil (Cialis)
Benign prostatic hyperplasia (BPH),Vardenafil (Levitra)
Benign prostatic hyperplasia (BPH),Testosterone
Benign prostatic hyperplasia (BPH),Solifenacin (Vesicare)
Benign prostatic hyperplasia (BPH),Silodosin (Rapaflo)
Benign prostatic hyperplasia (BPH),Darifenacin (Enablex)
Menopause,Estradiol
Menopause,Estroge
Menopause,Progesterone
Menopause,Raloxifene (Evista)
Menopause,Ibandronate (Boniva)
Menopause,Thyroid (Usp) (Armour Thyroid)
Menopause,Black Cohosh Extract (Black Cohosh)
Menopause,Valerian Root Extract
Menopause,Triiodothyronine (Cytomel)
Primary immunodeficiency,Bactrim
Primary immunodeficiency,Immunoglobuli
Primary immunodeficiency,Intramuscular Immunoglobulin (Baygam)
Primary immunodeficiency,Fluconazole (Diflucan)
Primary immunodeficiency,Methotrexate
Primary immunodeficiency,Mycophenolate Mofetil (Cellcept)
Primary immunodeficiency,Budesonide
Primary immunodeficiency,Levetiracetam (Keppra)
Primary immunodeficiency,Voriconazole
Primary immunodeficiency,Vincristine
Primary immunodeficiency,Filgrastim (Neupogen)
Primary immunodeficiency,Doxorubicin
Primary immunodeficiency,Cyclophosphamide
Ovarian cancer,Paclitaxel (Taxol)
Ovarian cancer,Carboplatin
Ovarian cancer,Dexamethasone Topical Product
Ovarian cancer,Gemcitabine (Gemzar)
Ovarian cancer,Dexamethasone
Ovarian cancer,Palonosetron (Aloxi)
Ovarian cancer,Prochlorperazine (Compro)
Ovarian cancer,Granisetron
Ovarian cancer,Topotecan
Ovarian cancer,Darbepoetin Alfa (Aranesp)
Ovarian cancer,Enoxaparin (Lovenox)
Ovarian cancer,Filgrastim (Neupogen)
Ovarian cancer,Pegfilgrastim (Neulasta)
Cataract,Prednisolone Ophthalmic
Cataract,Tropicamide Ophthalmic
Cataract,Phenylephrine (Duramax)
Cataract,Moxifloxacin (Avelox)
Cataract,Latanoprost
Cataract,Gatifloxacin (Zymar)
Cataract,Proparacaine Ophthalmic
Cataract,Brimonidine Ophthalmic
Cataract,Bimatoprost Ophthalmic
Cataract,Propofol
Cataract,Nepafenac Ophthalmic
Cataract,Travoprost (Travatan)
Cataract,Flurbiprofen Ophthalmic Product
Dislocation of the hip,Morphine (Rms)
Dislocation of the hip,Propofol
Dislocation of the hip,Midazolam (Versed)
Dislocation of the hip,Meperidine (Demerol)
Dislocation of the hip,Olsalazine (Dipentum)
Dislocation of the hip,Methohexital (Brevital)
Dislocation of the hip,Ketamine
Dislocation of the hip,Tetracycline
Dislocation of the hip,Bisacodyl (The Magic Bullet)
Dislocation of the hip,Loperamide (Imodium)
Spinal stenosis,Carisoprodol (Soma)
Spinal stenosis,Iohexol (Omnipaque)
Spinal stenosis,Iopamidol (Isovue)
Spinal stenosis,Diclofenac Topical Product
Spinal stenosis,Chlorzoxazone
Spinal stenosis,Moexipril
Spinal stenosis,Methyl Salicylate-Menthol Topical
Spinal stenosis,Tolmetin
Spinal stenosis,Ropivacaine
Spinal stenosis,Alfentanil
Spinal stenosis,Trimethadione
Spinal stenosis,Choline
Intestinal obstruction,Polyethylene Glycol 3350 (Miralax)
Intestinal obstruction,Magnesium Citrate
Intestinal obstruction,Docusate (Colace)
Intestinal obstruction,Glycerin (Fleet)
Intestinal obstruction,Bisacodyl (The Magic Bullet)
Intestinal obstruction,Lactulose
Intestinal obstruction,Calcium Polycarbophil (Fibercon)
Intestinal obstruction,Diatrizoate
Intestinal obstruction,Alpha 1-Antitrypsin
Intestinal obstruction,Cefotetan
Intestinal obstruction,Sodium Phosphate
Heart contusion,Cortisone
Heart contusion,Zoledronic Acid (Reclast)
Heart contusion,Quinapril
Heart contusion,Cefdinir
Heart contusion,Polyethylene Glycol 3350 (Miralax)
Heart contusion,Hepatitis A Vaccine (Obsolete)
Heart contusion,Bacitracin (Septa)
Heart contusion,Escitalopram (Lexapro)
Heart contusion,Loratadine (Claritin)
Heart contusion,Influenza Virus Vacci
Heart contusion,Mecamylamine
Congenital malformation syndrome,Fentanyl
Congenital malformation syndrome,Chlorhexidine Topical
Congenital malformation syndrome,Propofol
Congenital malformation syndrome,Hydrocodone
Congenital malformation syndrome,Dexamethasone Topical Product
Congenital malformation syndrome,Ketamine
Congenital malformation syndrome,Divalproex Sodium (Depakote)
Congenital malformation syndrome,Budesonide
Congenital malformation syndrome,Somatropin
Congenital malformation syndrome,Tobramycin (Tobi)
Congenital malformation syndrome,Sevelamer (Renvela)
Congenital malformation syndrome,Cyproheptadine
Congenital malformation syndrome,Guanfacine (Intuniv)
Sporotrichosis,Itraconazole
Sporotrichosis,Air
Sporotrichosis,Mecamylamine
Sporotrichosis,Troleandomycin
Sporotrichosis,Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)
Sporotrichosis,Pipecuronium (Arduan)
Sporotrichosis,Grepafloxacin (Raxar)
Sporotrichosis,Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin)
Sporotrichosis,Iopanoic Acid
Sporotrichosis,Conjugated Estrogens Topical
Sporotrichosis,Malathion Topical
Sporotrichosis,Gemtuzumab (Mylotarg)
Lymphangitis,Ceftriaxone
Lymphangitis,Cephalexin
Lymphangitis,Bactrim
Lymphangitis,Clindamycin
Lymphangitis,Augmentin
Lymphangitis,Cefazolin
Lymphangitis,Ceftazidime
Lymphangitis,Cefadroxil
Lymphangitis,Povidone Iodine Topical (Betadine)
Lymphangitis,Ortho Cyclen
Lymphangitis,Valacyclovir (Valtrex)
Lymphangitis,Epinephrine
Wernicke Korsakoff syndrome,Thiamine
Wernicke Korsakoff syndrome,Clonazepam
Wernicke Korsakoff syndrome,Folic Acid
Wernicke Korsakoff syndrome,Quetiapine (Seroquel)
Wernicke Korsakoff syndrome,Bupropion (Wellbutrin)
Wernicke Korsakoff syndrome,Venlafaxine (Effexor)
Wernicke Korsakoff syndrome,Trazodone
Wernicke Korsakoff syndrome,Abciximab (Reopro)
Wernicke Korsakoff syndrome,Acamprosate (Campral)
Wernicke Korsakoff syndrome,Primidone
Wernicke Korsakoff syndrome,Chlordiazepoxide
Wernicke Korsakoff syndrome,Sodium Bicarbonate
Wernicke Korsakoff syndrome,Varenicline (Chantix)
Intestinal disease,Midazolam (Versed)
Intestinal disease,Metronidazole
Intestinal disease,Zosyn
Intestinal disease,Mesalamine (Asacol)
Intestinal disease,Diatrizoate
Intestinal disease,Nefazodone
Intestinal disease,Cefoxitin
Intestinal disease,Dolasetron (Anzemet)
Intestinal disease,Simethicone (Degas)
Intestinal disease,Ampicillin
Intestinal disease,Ritonavir (Norvir)
Intestinal disease,Parenteral Nutrition Solution
Intestinal disease,Moricizine
Acute bronchitis,Azithromycin
Acute bronchitis,Guaifenesin (Mucinex)
Acute bronchitis,Ipratropium
Acute bronchitis,Benzonatate
Acute bronchitis,Robitussin Ac
Acute bronchitis,Clarithromycin
Acute bronchitis,Robitussin Dm
Acute bronchitis,Dextromethorphan (Duramax)
Persistent vomiting of unknown cause,Ondansetron (Zofran)
Persistent vomiting of unknown cause,Promethazine
Persistent vomiting of unknown cause,Metoclopramide
Persistent vomiting of unknown cause,Droperidol
Persistent vomiting of unknown cause,Diphenoxylate (Lomotil)
Persistent vomiting of unknown cause,Mefenamic Acid
Persistent vomiting of unknown cause,Potassium Bicarbonate
Persistent vomiting of unknown cause,Ioversol
Persistent vomiting of unknown cause,Clindamycin Topical Product
Persistent vomiting of unknown cause,Zidovudine
Persistent vomiting of unknown cause,Cimetidine
Open wound of the foot,Cephalexin
Open wound of the foot,Tetanus Toxoid Vaccine (Adacel)
Open wound of the foot,Bacitracin (Septa)
Open wound of the foot,Povidone Iodine Topical (Betadine)
Open wound of the foot,Collagenase Topical
Open wound of the foot,Cellulose
Open wound of the foot,Diphtheria Toxoid Vaccine (Prohibit)
Open wound of the foot,Collagen
Open wound of the foot,Hydrogen Peroxide Topical
Open wound of the foot,Nisoldipine (Sular)
Open wound of the foot,Cefadroxil
Open wound of the foot,Papain-Urea Topical
Myocarditis,Carvedilol
Myocarditis,Nitroglycerin
Myocarditis,Ceftriaxone
Myocarditis,Magnesium Sulfate
Myocarditis,Tamoxifen
Myocarditis,Rosiglitazone (Avandia)
Myocarditis,Glimepiride
Myocarditis,Tiotropium (Spiriva)
Myocarditis,Budesonide
Myocarditis,Olmesartan (Benicar)
Myocarditis,Enoxaparin (Lovenox)
Myocarditis,Isosorbide
Myocarditis,Oxygen
Preeclampsia,Labetalol
Preeclampsia,Methyldopa
Preeclampsia,Nifedipine
Preeclampsia,Magnesium Sulfate
Preeclampsia,Enoxaparin (Lovenox)
Preeclampsia,Hydralazine
Preeclampsia,Oxytocin
Preeclampsia,Rho(D) Immune Globulin (Rhogam)
Preeclampsia,Rubella Virus Vaccine
Preeclampsia,Levonorgestrel
Preeclampsia,Methsuximide (Celontin)
Preeclampsia,Dinoprostone Topical
Preeclampsia,Misoprostol
Ischemic heart disease,Carvedilol
Ischemic heart disease,Clopidogrel (Plavix)
Ischemic heart disease,Nitroglycerin
Ischemic heart disease,Digoxin
Ischemic heart disease,Spironolactone
Ischemic heart disease,Isosorbide
Ischemic heart disease,Rosuvastatin (Crestor)
Ischemic heart disease,Amiodarone
Ischemic heart disease,Niacin
Ischemic heart disease,Fenofibrate (Tricor)
Ischemic heart disease,Allopurinol
Ischemic heart disease,Torsemide
Ischemic heart disease,Ezetimibe (Zetia)
Neurofibromatosis,Methylphenidate
Neurofibromatosis,Amitriptyline
Neurofibromatosis,Baclofen
Neurofibromatosis,Carboplatin
Neurofibromatosis,Vincristine
Neurofibromatosis,Minoxidil (Rogaine)
Neurofibromatosis,Cyproheptadine
Neurofibromatosis,Lactulose
Neurofibromatosis,Hydralazine
Neurofibromatosis,Gadopentetate Dimeglumine (Magnevist)
Neurofibromatosis,Dihydroergotamine
Neurofibromatosis,Oxacillin
Chickenpox,Diphenhydramine (Benadryl)
Chickenpox,Acyclovir
Chickenpox,Valacyclovir (Valtrex)
Chickenpox,Calamine Topical
